,FFP_TIER,AVG_INTERVAL,avg_discount,EXCHANGE_COUNT,Point_NotFlight,Ration_L1Y_Flight_Count,L1Y_BP_SUM,P1Y_BP_SUM,Customer_Status
31473,4,89.125,1.023296139,0,0,0.555555556,1536,5227,准流失
31474,4,48.8,0.813641139,0,0,0.0,0,6153,已流失
31475,4,82.66666667,0.67920573,0,0,0.571428571,1884,4301,准流失
31476,4,108.5,0.698344523,1,1,0.714285714,4934,1534,准流失
31477,4,21.5,0.972275708,0,0,0.0,0,7757,已流失
31478,4,64.33333333,0.693204337,0,0,0.285714286,1086,3912,已流失
31479,4,47.63636364,0.789020496,0,0,0.166666667,1378,5419,已流失
31480,4,44.875,0.5341774,0,0,1.0,4730,0,未流失
31481,4,128.5,0.880427145,0,0,0.4,1328,6079,已流失
31482,4,68.66666667,0.75,0,0,0.5,1648,1648,准流失
31483,4,15.33333333,0.75,0,0,0.0,0,3296,已流失
31484,4,81.33333333,0.75,0,1,0.75,3709,824,准流失
31485,4,25.0,0.75,0,0,0.0,0,3296,已流失
31486,4,153.6666667,0.955397065,0,0,0.75,5274,1344,准流失
31487,4,15.0,0.581729581,0,0,0.875,3491,619,准流失
31488,5,84.83333333,0.878604769,1,1,0.142857143,255,6964,已流失
31489,4,39.55555556,0.688706487,0,0,0.2,854,5356,已流失
31490,4,52.0,0.692432137,0,0,0.454545455,2276,3067,已流失
31491,4,36.6,0.775030607,0,0,0.0,0,4453,已流失
31492,4,100.1666667,0.943327012,0,0,0.571428571,4459,2344,准流失
31493,4,23.6,0.758270718,0,15,1.0,7230,0,未流失
31494,4,45.33333333,0.771784527,0,0,0.7,4043,1836,准流失
31495,4,27.25,0.549175803,0,0,0.0,0,4865,已流失
31496,4,94.2,0.774699599,0,0,0.833333333,6713,311,准流失
31497,4,28.6,0.623976163,0,0,0.0,0,4333,已流失
31498,4,113.6,0.784445696,0,0,0.333333333,3486,3315,已流失
31499,4,134.0,0.753294385,0,0,0.2,0,5097,已流失
31500,4,37.25,0.817590418,0,0,1.0,6316,0,未流失
31501,4,39.25,0.706868718,0,0,0.0,0,4783,已流失
31502,4,8.454545455,0.472072286,0,25,0.0,0,5149,已流失
31503,4,82.0,0.865895012,0,0,0.857142857,6645,448,准流失
31504,4,107.6,0.754307542,0,0,0.5,2176,3742,准流失
31505,4,47.66666667,0.782881566,0,0,0.25,270,4577,已流失
31506,4,72.8,0.640737365,0,6,0.833333333,4069,1544,准流失
31507,4,129.3333333,0.652018735,0,0,0.25,434,3218,已流失
31508,4,69.8,0.584902933,0,1,0.818181818,3697,1214,准流失
31509,4,74.28571429,0.534041443,0,0,0.375,3917,3616,已流失
31510,4,38.33333333,0.849011713,0,0,0.25,1363,4975,已流失
31511,4,34.6,0.830150322,0,0,1.0,6493,0,未流失
31512,4,50.375,0.608136689,1,1,0.222222222,994,3598,已流失
31513,4,100.0,0.85178602,0,0,0.375,3993,3492,已流失
31514,4,34.5,0.738299024,0,0,1.0,6619,0,未流失
31515,4,80.6,0.543333333,1,1,0.666666667,3192,1596,准流失
31516,4,23.11111111,0.736938559,0,0,0.0,0,5775,已流失
31517,4,74.77777778,0.639046482,0,0,0.5,4118,2465,准流失
31518,4,10.57142857,0.659687055,0,38,1.0,7330,0,未流失
31519,4,51.08333333,0.512616802,0,14,0.846153846,2385,1062,准流失
31520,4,64.625,0.503132007,0,0,0.333333333,1310,3745,已流失
31521,4,106.0,0.805068287,0,0,0.25,763,5178,已流失
31522,4,60.28571429,0.548562303,0,1,0.5,2884,2884,准流失
31523,4,49.0,0.749058798,0,0,0.272727273,1313,5374,已流失
31524,4,43.78571429,0.401250144,0,0,0.4,846,2324,已流失
31525,4,109.3333333,0.675,0,0,0.25,902,4061,已流失
31526,4,70.28571429,0.544380088,0,0,0.125,200,5756,已流失
31527,4,63.25,0.499622845,0,21,0.333333333,2522,2240,已流失
31528,4,65.2,0.605888657,0,1,0.636363636,3109,1440,准流失
31529,4,72.33333333,0.842538163,0,0,0.142857143,1198,6774,已流失
31530,4,34.33333333,0.611124879,0,0,1.0,5576,0,未流失
31531,4,89.25,0.506073664,2,5,0.333333333,484,3631,已流失
31532,4,73.25,0.728452431,0,0,0.555555556,3593,1552,准流失
31533,4,125.25,1.052325159,0,17,0.2,484,5990,已流失
31534,4,132.4,0.671450787,0,12,0.5,3539,2179,准流失
31535,4,95.33333333,0.557711008,4,4,0.857142857,5159,828,准流失
31536,4,38.9,0.604496043,0,0,0.181818182,200,5056,已流失
31537,4,43.0,0.783804691,0,0,0.75,2788,1252,准流失
31538,4,42.42857143,0.724997392,0,0,0.0,0,5239,已流失
31539,4,109.5,0.693301746,0,0,0.333333333,985,2772,已流失
31540,4,14.0,0.82,0,0,1.0,7110,0,未流失
31541,4,20.15384615,0.635524872,0,0,0.0,0,3340,已流失
31542,4,76.5,0.498387721,1,2,0.428571429,1558,3452,已流失
31543,4,30.0,0.683701663,0,0,1.0,4964,0,未流失
31544,4,50.75,0.75713196,0,0,0.0,0,7020,已流失
31545,4,54.16666667,0.61780722,0,0,0.428571429,1515,2797,已流失
31546,4,59.83333333,0.355760447,0,0,0.571428571,1825,3435,准流失
31547,4,64.5,0.67511759,0,3,1.0,6103,0,未流失
31548,4,140.25,0.705917082,0,0,0.4,1530,2232,已流失
31549,4,75.66666667,0.662395347,0,0,0.7,2245,2958,准流失
31550,4,81.0,0.732521354,0,0,0.2,763,4015,已流失
31551,4,35.0,0.656239962,0,0,0.0,0,4768,已流失
31552,4,168.5,0.772812639,0,0,0.6,3492,2922,准流失
31553,4,137.75,0.650620082,0,1,0.6,3539,2753,准流失
31554,4,50.77777778,0.7234875,0,0,0.6,3415,2418,准流失
31555,4,132.4,0.754733754,1,3,0.833333333,5836,1211,准流失
31556,4,56.0,0.556093362,0,0,0.714285714,3494,2544,准流失
31557,4,79.6,0.829940249,0,0,0.666666667,5271,2579,准流失
31558,4,56.57142857,0.907830065,1,1,0.625,5134,1638,准流失
31559,4,66.375,0.619485281,0,0,0.777777778,4683,986,准流失
31560,4,85.5,0.463593698,0,0,0.714285714,3407,763,准流失
31561,4,76.4,0.445794813,0,0,0.333333333,0,3754,已流失
31562,4,142.3333333,1.487487147,0,0,0.25,915,5578,已流失
31563,4,63.6,0.769870245,0,0,0.333333333,1667,3786,已流失
31564,4,181.3333333,1.087843598,0,0,0.75,5822,638,准流失
31565,4,54.5,0.660941815,0,0,0.555555556,4021,1624,准流失
31566,4,199.0,1.36427757,0,0,0.333333333,828,5900,已流失
31567,4,33.9,0.651342219,0,0,0.363636364,1664,4127,已流失
31568,4,59.58333333,0.528930396,0,0,0.307692308,1432,4622,已流失
31569,4,18.85714286,0.715759827,2,2,0.5,2873,3227,准流失
31570,4,82.66666667,0.827207583,0,0,0.571428571,3969,2087,准流失
31571,4,63.88888889,0.721486219,0,0,0.6,4694,1741,准流失
31572,4,50.33333333,0.578856809,0,0,0.307692308,922,5631,已流失
31573,4,16.18181818,0.959936341,0,0,0.0,0,6063,已流失
31574,4,79.16666667,0.610002638,0,0,0.428571429,1151,3566,已流失
31575,4,32.44444444,0.651168904,1,24,0.0,0,4492,已流失
31576,4,33.77777778,0.75567117,0,0,0.0,0,5552,已流失
31577,4,71.85714286,0.499476413,0,6,0.875,3884,422,准流失
31578,4,45.69230769,0.426307021,0,0,0.357142857,1499,1694,已流失
31579,4,3.666666667,0.673586555,0,0,1.0,3498,0,未流失
31580,4,44.45454545,0.791794198,0,0,0.333333333,2426,4407,已流失
31581,4,26.8,0.936345219,0,0,0.0,0,5861,已流失
31582,4,47.6,0.86815506,0,0,0.545454545,3337,3230,准流失
31583,4,147.0,0.748219799,0,0,0.8,7868,354,准流失
31584,4,62.90909091,0.720891408,0,0,0.583333333,3012,2393,准流失
31585,4,37.33333333,0.630811032,0,0,0.692307692,4150,1510,准流失
31586,4,104.6666667,1.110461538,0,2,0.857142857,6248,610,准流失
31587,4,36.5,0.710898738,0,0,0.909090909,5166,853,未流失
31588,4,18.66666667,0.746903094,0,0,0.8,5643,640,准流失
31589,4,118.6,0.814828884,0,0,0.5,3961,2143,准流失
31590,4,29.0,0.748596434,0,0,0.444444444,3749,2618,已流失
31591,4,65.0,0.625605021,1,1,0.0,0,4749,已流失
31592,4,37.3,0.587536896,0,0,0.545454545,1604,3945,准流失
31593,4,37.2,0.568580809,0,0,1.0,3954,0,未流失
31594,4,98.0,0.661218022,0,1,0.666666667,4297,1167,准流失
31595,4,50.57142857,0.787854868,0,18,0.25,2666,4041,已流失
31596,4,128.0,0.670208051,0,0,1.0,8531,0,未流失
31597,4,245.5,0.805667752,0,0,0.666666667,3627,2368,准流失
31598,4,34.8,0.792661096,0,0,0.272727273,765,4582,已流失
31599,4,52.0,0.37714737,0,12,0.75,1572,1572,准流失
31600,4,51.25,0.90702685,0,0,1.0,6837,0,未流失
31601,4,91.0,0.835542954,0,0,0.8,6922,1121,准流失
31602,4,139.75,0.432,0,0,0.4,0,3414,已流失
31603,4,55.4,0.759896839,0,0,1.0,7757,0,未流失
31604,4,144.6666667,0.88,0,0,0.25,1908,4579,已流失
31605,4,27.8,0.709447689,0,0,0.166666667,1018,4693,已流失
31606,4,35.16666667,0.698542024,0,0,0.0,0,6369,已流失
31607,4,42.33333333,0.628757606,0,0,0.0,0,4237,已流失
31608,4,116.0,0.792086957,0,0,0.2,1908,4887,已流失
31609,4,85.28571429,0.868892933,0,0,0.375,2087,4948,已流失
31610,4,77.57142857,0.911459047,0,6,0.5,4425,2584,准流失
31611,4,48.85714286,0.515427465,0,0,0.5,2415,3121,准流失
31612,4,36.61538462,0.846521526,0,0,0.857142857,5210,700,准流失
31613,4,66.71428571,0.665320642,0,0,0.375,0,5610,已流失
31614,4,70.4,0.721189161,1,1,0.166666667,3281,3331,已流失
31615,4,46.30769231,0.678804199,0,2,0.5,2580,3110,准流失
31616,4,78.0,0.526458952,0,0,0.5,3192,1958,准流失
31617,4,80.16666667,0.612683964,4,8,0.857142857,4548,905,准流失
31618,4,81.85714286,1.028666369,0,1,0.5,1748,3865,准流失
31619,4,85.6,0.876215805,0,0,0.833333333,5272,1363,准流失
31620,4,28.36363636,0.658972283,0,0,1.0,5677,0,未流失
31621,4,80.33333333,0.518303866,0,0,0.428571429,0,2808,已流失
31622,4,9.0,0.667342016,0,0,0.0,0,8531,已流失
31623,4,40.57142857,0.722486159,0,0,1.0,6804,0,未流失
31624,4,87.66666667,0.923509147,0,0,1.0,7032,0,未流失
31625,4,161.5,0.882946508,1,3,0.2,984,4706,已流失
31626,4,80.85714286,0.485713884,0,0,0.625,733,3307,准流失
31627,4,57.4,0.744127394,0,0,0.666666667,4634,1017,准流失
31628,4,67.0,0.837613568,0,0,0.142857143,560,4991,已流失
31629,4,49.63636364,0.738058284,0,0,0.666666667,5547,953,准流失
31630,4,71.0,0.50724358,1,2,0.545454545,2368,1385,准流失
31631,4,109.75,0.672770803,0,0,0.4,3934,2335,已流失
31632,4,42.4,1.005270506,0,0,1.0,6811,0,未流失
31633,4,62.5,0.584503171,0,1,0.428571429,484,4022,已流失
31634,4,38.0,0.64486658,0,10,1.0,3421,0,未流失
31635,4,84.66666667,0.631081081,0,0,0.857142857,4295,797,准流失
31636,4,63.75,0.800786699,0,0,1.0,6763,0,未流失
31637,4,27.16666667,0.758189797,0,0,0.428571429,3332,1116,已流失
31638,4,82.42857143,0.68943336,0,0,0.5,2663,3201,准流失
31639,4,41.11111111,0.72300722,0,0,0.6,4327,1496,准流失
31640,4,97.28571429,0.71321635,2,2,0.25,200,4506,已流失
31641,4,61.8,0.680124028,0,0,0.333333333,1314,3536,已流失
31642,4,43.55555556,0.551024005,0,0,0.6,2250,1847,准流失
31643,4,32.8,0.563730418,0,0,0.818181818,4220,1995,准流失
31644,4,94.5,0.766329451,0,0,0.6,2413,3956,准流失
31645,4,96.0,0.574644818,0,0,0.166666667,786,4256,已流失
31646,4,30.42857143,0.865447256,0,0,0.0,0,6082,已流失
31647,4,25.53846154,0.558432498,0,0,0.714285714,4777,763,准流失
31648,4,152.5,0.741609405,2,2,0.2,1363,6487,已流失
31649,4,96.42857143,0.552632421,0,0,0.25,1670,3790,已流失
31650,4,127.5,0.658515446,0,1,0.8,5448,434,准流失
31651,4,191.0,0.81,0,0,0.333333333,985,4928,已流失
31652,4,74.5,0.634013955,0,0,0.571428571,2254,2783,准流失
31653,4,48.66666667,0.778884503,0,0,0.142857143,1908,4336,已流失
31654,4,53.42857143,0.666222865,0,0,0.125,484,5353,已流失
31655,4,49.0,0.644025368,0,0,0.444444444,1215,4316,已流失
31656,4,146.5,0.6,0,0,0.0,0,3987,已流失
31657,4,72.33333333,0.45,0,0,0.0,0,5316,已流失
31658,4,45.11111111,0.8220812,0,0,0.7,3763,1530,准流失
31659,4,42.375,0.525605207,0,0,1.0,5546,0,未流失
31660,6,50.0,0.937071118,0,3,0.5,3760,3431,准流失
31661,4,77.33333333,0.503326529,1,30,0.6,1474,3731,准流失
31662,4,67.28571429,0.79540553,0,0,0.875,6172,434,准流失
31663,4,81.85714286,0.775461081,0,1,0.75,4975,941,准流失
31664,4,45.0,0.136016589,0,0,0.5,1848,3319,准流失
31665,4,68.0,0.89670087,0,0,0.0,0,6360,已流失
31666,4,67.77777778,0.589890626,0,22,0.7,3207,1302,准流失
31667,4,63.0,0.899973924,0,0,0.0,0,6684,已流失
31668,4,72.3,0.640163235,0,28,0.636363636,2570,3671,准流失
31669,4,77.0,0.771523586,0,0,0.2,2886,2382,已流失
31670,4,95.71428571,0.852613959,0,0,0.875,6634,500,准流失
31671,4,87.0,0.730823803,0,0,0.428571429,3694,1558,已流失
31672,4,81.71428571,0.627490453,0,0,0.5,2663,2663,准流失
31673,4,45.36363636,0.725833596,0,0,0.666666667,3104,2000,准流失
31674,4,50.5,0.624308722,1,53,0.777777778,3591,1866,准流失
31675,4,86.0,0.811705882,0,0,0.0,0,4397,已流失
31676,4,46.3,0.392602436,0,2,0.454545455,1970,657,已流失
31677,4,164.25,0.559236381,0,0,0.6,2134,1783,准流失
31678,4,74.42857143,0.589028347,0,0,0.375,3106,2526,已流失
31679,4,31.81818182,0.596977066,0,0,0.833333333,5368,434,准流失
31680,4,39.75,0.601596895,0,0,1.0,5449,0,未流失
31681,4,13.625,0.71523849,0,0,0.555555556,4687,1594,准流失
31682,4,51.11111111,0.658344946,0,0,0.2,2142,3477,已流失
31683,4,80.5,0.599050721,0,0,0.285714286,1373,2716,已流失
31684,4,105.2,0.746023797,0,0,0.333333333,2120,4910,已流失
31685,4,73.0,0.625783504,0,0,0.833333333,5421,484,准流失
31686,4,37.33333333,0.85165473,0,8,0.8,5211,1626,准流失
31687,4,71.66666667,0.827329655,0,0,0.857142857,5698,1236,准流失
31688,4,49.6,0.680388713,0,0,0.5,3000,2240,准流失
31689,4,58.22222222,0.836405094,0,0,0.6,4118,1634,准流失
31690,4,85.2,0.707910892,0,0,0.333333333,2715,2524,已流失
31691,4,91.75,0.692967541,0,0,0.6,4396,1396,准流失
31692,4,32.33333333,0.690462601,0,0,0.421052632,3151,6111,已流失
31693,4,57.18181818,0.640295292,1,2,0.5,4112,1668,准流失
31694,4,98.0,0.712392809,0,0,0.4,2680,1425,已流失
31695,4,57.85714286,0.658198396,0,0,0.75,5361,823,准流失
31696,4,29.0625,0.54409708,0,0,0.823529412,3750,765,准流失
31697,4,126.0,0.775479807,0,0,0.833333333,5285,763,准流失
31698,4,77.77777778,0.598621798,0,0,0.6,1962,2693,准流失
31699,4,110.6,0.744222006,0,0,0.5,4035,3787,准流失
31700,4,50.6,0.752171778,0,24,0.666666667,4292,1526,准流失
31701,4,284.0,1.468287175,0,0,0.333333333,2316,4059,已流失
31702,4,55.42857143,0.710799299,0,0,0.125,329,5349,已流失
31703,4,79.5,0.659638208,0,0,0.0,0,5156,已流失
31704,4,33.75,1.185141874,0,17,0.0,0,6920,已流失
31705,4,42.66666667,0.634976504,0,9,0.6,3290,1544,准流失
31706,4,70.14285714,0.757445592,0,0,0.5,1855,4117,准流失
31707,4,85.5,0.645087999,0,1,0.714285714,4120,2232,准流失
31708,4,90.8,0.782763831,0,0,0.5,5696,719,准流失
31709,4,64.2,0.695386013,0,0,0.833333333,5246,721,准流失
31710,4,110.4,0.791011365,0,0,0.666666667,2273,3927,准流失
31711,4,71.71428571,0.669361764,0,0,0.375,845,4566,已流失
31712,5,59.28571429,0.693907745,0,0,0.125,839,4171,已流失
31713,4,109.0,0.921709699,0,1,0.571428571,3425,3250,准流失
31714,4,61.0,0.621140462,0,0,0.636363636,3900,1876,准流失
31715,4,58.42857143,0.961814882,0,0,0.25,3207,3900,已流失
31716,4,30.9,0.602473983,2,2,0.545454545,3294,3192,准流失
31717,4,98.6,0.982543146,0,0,0.333333333,2391,3477,已流失
31718,4,6.333333333,0.912357616,0,0,0.0,0,6584,已流失
31719,4,63.125,0.697752229,0,0,0.555555556,2389,3695,准流失
31720,4,59.25,0.49315194,0,0,0.538461538,3292,2031,准流失
31721,4,52.0,0.566087457,0,0,0.384615385,1078,3542,已流失
31722,4,83.0,0.578527386,1,6,0.166666667,533,5063,已流失
31723,4,27.0,0.709608449,0,0,0.0,0,6342,已流失
31724,4,57.16666667,1.295954084,0,0,0.142857143,650,5719,已流失
31725,4,136.5,0.813891975,0,0,0.6,4663,2162,准流失
31726,4,77.42857143,0.911372419,0,0,0.625,4498,1683,准流失
31727,4,101.6666667,0.881949283,0,0,0.75,4207,2551,准流失
31728,4,32.84615385,0.381903943,0,0,0.928571429,1990,0,未流失
31729,4,24.57142857,0.554022045,0,0,0.772727273,3466,1100,准流失
31730,4,43.5,0.946348268,0,0,0.428571429,1867,3904,已流失
31731,4,86.71428571,0.591041202,0,0,0.625,4626,1302,准流失
31732,4,94.83333333,0.728789162,0,0,0.428571429,2760,4158,已流失
31733,4,101.0,0.599399321,0,0,0.5,1822,1792,准流失
31734,4,71.71428571,0.763698281,3,15,0.375,1993,3686,已流失
31735,4,75.71428571,0.4575,0,0,0.625,3085,1851,准流失
31736,4,81.25,0.843362734,0,0,0.2,0,5524,已流失
31737,4,129.6666667,0.810877503,0,0,0.5,2557,4498,准流失
31738,4,167.5,0.602,0,0,0.6,2424,1616,准流失
31739,4,69.11111111,0.552762387,0,0,0.5,2916,1436,准流失
31740,4,111.8333333,0.706018053,1,1,0.428571429,2515,3430,已流失
31741,4,67.125,0.70526181,0,0,0.777777778,2269,1838,准流失
31742,4,35.4,0.737650589,0,0,0.909090909,5874,905,未流失
31743,4,99.2,0.629317849,0,0,0.5,1572,3193,准流失
31744,4,35.45454545,0.873134991,0,0,0.166666667,1329,5240,已流失
31745,4,48.125,0.721765076,0,0,0.666666667,3858,1558,准流失
31746,4,48.14285714,0.641324324,0,0,0.75,3687,998,准流失
31747,4,55.375,0.582272997,0,0,0.333333333,1452,4271,已流失
31748,4,59.5,0.513751213,0,0,0.555555556,1816,1754,准流失
31749,4,102.6,0.726982249,0,0,0.5,3377,1951,准流失
31750,4,105.75,0.682360643,0,0,0.6,3450,1572,准流失
31751,4,53.5,0.747343835,0,0,0.285714286,998,5037,已流失
31752,4,131.8,0.526298676,0,0,0.833333333,5913,515,准流失
31753,4,30.6,0.660606934,0,10,0.0,0,5885,已流失
31754,4,33.0,1.366206554,0,0,1.0,6949,0,未流失
31755,4,71.0,0.511983625,0,0,0.25,1658,1573,已流失
31756,4,37.16666667,0.714257529,0,0,0.857142857,4358,1211,准流失
31757,4,37.66666667,0.74710189,0,0,0.285714286,625,5366,已流失
31758,4,87.0,0.797334802,0,3,0.5,4076,4076,准流失
31759,4,106.4,0.724662803,0,0,0.5,1850,4147,准流失
31760,4,98.2,0.710335709,0,0,0.333333333,2159,2751,已流失
31761,4,61.33333333,0.514851752,0,0,0.714285714,3226,2183,准流失
31762,4,44.45454545,0.657187649,0,0,0.333333333,1786,5314,已流失
31763,4,55.5,1.5,0,0,0.0,0,6456,已流失
31764,4,73.0,0.599297297,0,5,0.666666667,2228,958,准流失
31765,4,49.55555556,0.605218808,0,0,0.8,5401,716,准流失
31766,4,120.2,0.791498158,0,0,0.333333333,891,5235,已流失
31767,4,20.09090909,0.815073529,0,0,0.0,0,6007,已流失
31768,4,61.66666667,0.71425899,0,0,0.285714286,968,3874,已流失
31769,4,98.4,0.851514063,0,0,0.166666667,1693,4570,已流失
31770,4,1.5,1.432964971,0,0,0.0,0,5786,已流失
31771,6,74.8,0.831670096,0,4,0.5,2350,3000,准流失
31772,4,50.42857143,0.550144904,0,22,0.75,3447,1838,准流失
31773,4,11.0,1.3,0,0,0.0,0,6476,已流失
31774,4,57.27272727,0.815823341,0,0,0.583333333,3803,2200,准流失
31775,4,40.6,0.727430658,0,0,0.181818182,925,4190,已流失
31776,4,70.0,0.904351145,0,0,1.0,6842,0,未流失
31777,4,62.16666667,0.559486198,0,0,0.142857143,420,5004,已流失
31778,6,97.66666667,1.336653696,0,3,1.0,6643,0,未流失
31779,4,110.8,0.75865614,0,6,0.5,5536,1657,准流失
31780,4,38.83333333,0.791135421,0,0,0.857142857,3390,2048,准流失
31781,4,39.5,0.814089347,0,0,0.0,0,6528,已流失
31782,4,58.66666667,0.758110792,0,0,0.0,0,4141,已流失
31783,4,89.375,0.729756745,0,0,0.555555556,3813,1758,准流失
31784,4,23.0,0.637508352,0,1,1.0,5173,0,未流失
31785,4,17.5,0.646302221,0,0,0.0,0,5197,已流失
31786,4,85.83333333,0.786793814,0,0,0.714285714,3643,2766,准流失
31787,4,15.28571429,0.85766829,0,0,0.0,0,6808,已流失
31788,4,28.85714286,0.654998092,0,0,0.0,0,4352,已流失
31789,4,6.0,0.671990605,0,0,0.0,0,8496,已流失
31790,4,154.6666667,0.953390725,0,1,0.75,5400,1363,准流失
31791,4,87.16666667,0.839124908,0,0,0.428571429,1615,3652,已流失
31792,4,36.0,0.867504423,0,0,0.777777778,5397,1292,准流失
31793,4,30.27272727,0.645,0,0,1.0,6357,0,未流失
31794,4,90.14285714,0.925975182,0,13,0.375,2484,4259,已流失
31795,4,80.0,0.86634528,0,0,0.285714286,4076,2286,已流失
31796,4,55.0,0.698,0,19,0.6,3434,1526,准流失
31797,4,68.625,0.642286677,0,0,0.333333333,1203,2661,已流失
31798,4,101.4,0.814865859,0,0,0.833333333,4066,1528,准流失
31799,4,45.85714286,0.746982261,0,0,0.25,1563,4346,已流失
31800,4,19.2,0.821445668,0,0,0.0,0,6677,已流失
31801,4,120.3333333,0.977587238,1,1,0.5,2995,3816,准流失
31802,4,79.2,0.600124158,0,0,0.5,3900,1094,准流失
31803,4,72.83333333,0.689944713,0,2,0.857142857,5869,515,准流失
31804,4,18.64285714,0.450196786,0,0,0.0,0,4622,已流失
31805,4,100.25,0.744617555,0,0,0.6,1835,2824,准流失
31806,4,155.0,0.887905292,0,0,0.8,5897,1243,准流失
31807,4,177.0,0.801326483,0,0,0.75,3908,1589,准流失
31808,4,84.5,0.733333333,0,0,1.0,5014,0,未流失
31809,4,68.6,0.977848083,0,0,0.5,2896,3647,准流失
31810,4,58.0,0.913283642,1,1,0.166666667,1360,4750,已流失
31811,4,60.33333333,0.566952318,0,0,0.428571429,1340,3892,已流失
31812,4,66.5,0.7,0,0,0.285714286,920,2300,已流失
31813,4,265.5,0.65988456,0,0,0.666666667,988,2999,准流失
31814,4,66.0,0.503367579,0,0,0.857142857,4282,985,准流失
31815,4,72.5,0.998888889,0,0,0.555555556,4007,2764,准流失
31816,4,24.09090909,0.754210468,1,1,0.75,4781,1512,准流失
31817,4,120.0,0.769084997,0,0,0.0,0,8070,已流失
31818,4,18.0,0.66685142,0,0,1.0,4647,0,未流失
31819,4,77.5,0.584590402,0,0,0.285714286,847,3355,已流失
31820,4,12.0,0.55,0,0,1.0,4678,0,未流失
31821,4,1.0,0.83298105,0,0,0.0,0,5254,已流失
31822,4,75.0,0.80674197,0,0,0.8,3721,2543,准流失
31823,4,47.83333333,0.507678638,0,0,0.571428571,2936,3306,准流失
31824,4,61.16666667,0.63449329,0,0,0.142857143,659,3854,已流失
31825,4,55.0,0.550012837,0,0,0.090909091,0,4255,已流失
31826,4,1.0,1.5,1,1,0.0,0,5772,已流失
31827,4,83.5,1.434980113,0,0,0.0,0,5915,已流失
31828,4,38.5,0.66,1,1,0.0,0,5111,已流失
31829,4,131.0,0.825,1,1,0.5,3934,3934,准流失
31830,4,8.25,0.66,0,0,0.0,0,5506,已流失
31831,4,100.5,0.541174891,0,0,0.6,1907,2464,准流失
31832,4,68.0,0.648221886,0,0,0.285714286,1084,4020,已流失
31833,4,113.3333333,0.621751951,0,1,0.5,3927,1568,准流失
31834,4,48.42857143,0.652778624,0,0,0.75,3193,1325,准流失
31835,4,27.28571429,0.678808321,0,0,0.875,4841,245,准流失
31836,4,72.16666667,0.9651,0,20,0.142857143,1299,4395,已流失
31837,4,60.88888889,0.521496309,1,1,0.7,1936,1644,准流失
31838,4,90.0,0.472003307,0,33,0.625,3103,1692,准流失
31839,4,71.5,0.709995855,0,0,0.666666667,4037,2115,准流失
31840,4,82.33333333,0.496944223,0,0,0.857142857,3654,0,准流失
31841,4,66.4,0.577740766,0,0,0.909090909,6001,0,未流失
31842,4,89.8,0.7153467,0,0,0.166666667,972,5057,已流失
31843,4,89.2,0.58308046,2,23,0.666666667,1264,2120,准流失
31844,4,56.5,0.79777493,0,0,0.0,0,7438,已流失
31845,4,73.0,0.724024107,0,0,0.714285714,3369,1569,准流失
31846,4,57.85714286,0.756239647,0,0,0.25,1562,4654,已流失
31847,4,59.125,0.908877091,0,0,0.222222222,2198,4901,已流失
31848,4,34.1,0.63387706,0,0,0.545454545,2120,3713,准流失
31849,4,32.88888889,0.513804878,0,0,0.3,1005,4791,已流失
31850,6,44.71428571,0.953448468,0,0,0.25,1079,4968,已流失
31851,4,80.33333333,0.78703725,0,0,0.285714286,448,5990,已流失
31852,4,62.71428571,0.506808826,0,5,0.75,5723,0,准流失
31853,4,148.6666667,0.784469914,0,0,0.75,4409,2132,准流失
31854,4,42.33333333,0.912965186,0,14,0.0,0,6022,已流失
31855,4,75.66666667,0.826213182,1,2,0.6,3398,3064,准流失
31856,4,72.1,0.684835902,0,0,0.181818182,353,6143,已流失
31857,4,69.33333333,0.720804804,0,0,0.0,0,4184,已流失
31858,4,85.2,0.697771772,0,0,0.166666667,1344,3023,已流失
31859,4,66.625,0.676783383,0,0,0.666666667,4205,1864,准流失
31860,4,76.5,0.801102915,0,14,1.0,6182,0,未流失
31861,4,21.0,0.773217313,0,0,0.0,0,6107,已流失
31862,4,68.375,0.628378031,0,33,0.444444444,868,4329,已流失
31863,4,31.875,0.581111111,0,0,0.333333333,958,5031,已流失
31864,4,60.0,0.686280096,0,0,0.6,3143,2091,准流失
31865,4,51.42857143,0.65375,0,0,0.25,1677,5031,已流失
31866,4,40.6,0.665567231,0,0,0.636363636,3440,1778,准流失
31867,4,41.5,0.627927299,0,0,1.0,5239,0,未流失
31868,4,26.66666667,0.756185054,0,0,0.0,0,6151,已流失
31869,4,74.14285714,0.641618047,0,0,0.5,2159,2850,准流失
31870,6,49.375,0.759158713,0,3,0.888888889,6475,0,准流失
31871,4,147.25,0.67554963,0,2,0.4,4488,1491,已流失
31872,4,36.8,0.532367684,0,0,1.0,4768,0,未流失
31873,4,60.875,0.564143847,0,0,0.555555556,3220,2203,准流失
31874,4,30.5,0.526121538,0,0,0.533333333,2037,2232,准流失
31875,4,105.4,0.838073765,0,0,0.166666667,792,5739,已流失
31876,4,32.77777778,0.54918895,0,10,0.0,0,5172,已流失
31877,4,83.33333333,0.675243409,0,0,0.428571429,3067,3517,已流失
31878,4,93.14285714,0.717812303,0,0,0.5,5844,924,准流失
31879,4,45.58333333,0.685443609,0,1,0.538461538,3038,2904,准流失
